Date,Store,Category,Customer_ID,Revenue,Units,Member,Availability_Pct
2025-09-28,London Central,Snacks,4936,23.17,3,Yes,92.6
2026-05-07,Croydon,Chilled,1398,55.81,3,Yes,93.4
2025-07-27,Reading,Meal Deals,2151,30.26,5,No,93.4
2025-03-01,London Central,Meal Deals,4792,52.9,5,Yes,95.2
2026-03-06,Reading,Fruit & Veg,3995,14.85,2,No,91.2
2025-11-05,Croydon,Fresh Food,3216,19.41,3,No,95.6
2025-01-27,Camden,Fruit & Veg,2707,52.59,3,No,97.5
2025-07-18,Croydon,Food To Go,4331,54.26,5,No,94.0
2026-01-22,Croydon,Soft Drinks,2987,68.32,6,No,93.7
2025-12-15,Croydon,Fresh Food,5602,43.58,3,No,98.9
2026-01-13,Bristol,Fresh Food,3568,29.92,5,No,97.9
2025-06-02,Reading,Soft Drinks,1160,32.7,1,No,95.9
2025-07-25,Reading,Fresh Food,5435,43.03,3,No,93.5
2026-03-31,Birmingham,Soft Drinks,4904,16.79,4,No,96.2
2025-09-30,Reading,Fresh Food,4573,13.98,7,No,93.0
2025-08-24,Birmingham,Meal Deals,4177,55.25,2,No,92.4
2026-05-16,Bristol,Own Brand,2825,63.66,7,No,95.9
2025-04-27,Camden,Snacks,4924,41.79,5,Yes,94.0
2026-01-21,Birmingham,Snacks,2623,29.19,3,Yes,91.0
2025-12-10,Croydon,Fruit & Veg,2176,27.9,3,No,96.2
2026-01-30,Camden,Meal Deals,5918,34.94,6,Yes,97.9
2025-03-05,Bristol,Fresh Food,4720,34.6,5,Yes,96.3
2025-03-13,Reading,Chilled,5880,34.27,4,Yes,94.0
2025-10-01,Birmingham,Soft Drinks,4220,42.96,3,No,90.7
2025-11-16,Croydon,Meal Deals,4259,23.87,1,No,95.3
2025-12-04,London Central,Fresh Food,1130,43.0,2,Yes,93.7
2026-01-01,London Central,Snacks,4562,21.62,5,Yes,93.2
2026-05-10,Camden,Snacks,2499,41.58,3,No,91.1
2025-06-15,Reading,Soft Drinks,3788,14.81,7,No,98.8
2025-01-11,London Central,Chilled,5876,23.41,6,Yes,92.8
2025-10-28,Camden,Fresh Food,4708,59.22,6,Yes,91.4
2025-04-12,Bristol,Fresh Food,2707,47.0,2,No,98.4
2026-03-01,Camden,Chilled,2769,49.32,5,No,95.1
2026-01-27,Camden,Chilled,2318,83.05,5,No,94.8
2025-08-02,Camden,Chilled,4379,35.03,5,No,95.6
2025-03-29,Croydon,Snacks,3773,45.84,4,No,95.9
2026-02-05,Camden,Soft Drinks,3990,29.85,1,Yes,95.4
2025-02-15,Birmingham,Meal Deals,4044,36.59,6,Yes,92.0
2026-04-08,Camden,Own Brand,1375,42.05,5,No,91.8
2025-11-06,Croydon,Chilled,4036,18.02,4,No,93.5
2025-03-27,Croydon,Soft Drinks,1660,10.65,5,No,94.0
2025-04-02,Bristol,Fruit & Veg,2403,55.81,5,No,94.3
2025-08-30,Reading,Fresh Food,1740,39.67,4,No,95.5
2025-01-02,London Central,Fresh Food,1303,28.75,1,No,94.4
2025-08-13,London Central,Own Brand,2085,19.23,2,Yes,93.6
2025-04-26,Camden,Own Brand,5881,48.89,6,Yes,95.8
2025-04-13,Bristol,Food To Go,4179,36.19,3,No,96.4
2025-07-13,Camden,Fruit & Veg,2210,39.23,7,Yes,93.4
2025-06-15,London Central,Meal Deals,4034,23.95,5,Yes,92.3
2025-03-31,Croydon,Own Brand,1228,37.22,1,No,95.4
2025-05-02,Reading,Chilled,4119,48.03,6,No,94.2
2025-05-23,Bristol,Chilled,2854,23.49,3,Yes,96.7
2025-04-16,Croydon,Meal Deals,1267,20.74,5,No,93.0
2026-03-04,Reading,Snacks,3774,76.34,7,Yes,92.6
2025-11-01,Bristol,Fruit & Veg,3849,23.14,3,Yes,93.7
2025-11-13,Bristol,Chilled,5349,36.37,4,No,96.0
2025-01-09,London Central,Own Brand,5965,34.1,7,No,94.3
2025-03-14,Croydon,Food To Go,3134,18.34,6,Yes,94.8
2025-12-25,Bristol,Soft Drinks,4459,50.75,1,Yes,94.0
2025-08-11,Birmingham,Fresh Food,3269,51.84,1,Yes,97.0
2026-02-20,Bristol,Fruit & Veg,1989,49.1,6,No,96.0
2026-01-05,Reading,Fresh Food,5492,33.2,2,No,92.0
2025-09-21,London Central,Soft Drinks,1937,41.14,2,Yes,96.8
2025-11-14,Camden,Fruit & Veg,1439,25.73,3,Yes,96.2
2025-03-25,London Central,Own Brand,3358,39.23,4,No,97.2
2025-11-14,Camden,Soft Drinks,3007,49.85,3,No,93.9
2025-04-21,Croydon,Chilled,4345,53.22,5,No,93.1
2025-09-08,Croydon,Meal Deals,5130,42.3,1,Yes,94.8
2026-01-18,Bristol,Chilled,5816,49.26,3,No,95.3
2025-01-07,Birmingham,Own Brand,4743,43.81,3,Yes,97.4
2026-04-04,Croydon,Meal Deals,1518,52.88,6,Yes,96.3
2025-03-25,Bristol,Chilled,1268,34.0,7,Yes,95.3
2025-07-27,London Central,Soft Drinks,5733,22.41,1,Yes,94.7
2026-01-25,Croydon,Soft Drinks,5185,25.12,1,No,95.0
2025-11-10,London Central,Soft Drinks,2388,26.91,2,No,94.2
2025-01-22,London Central,Fresh Food,2694,76.58,2,No,96.4
2026-02-14,Birmingham,Own Brand,4273,44.95,1,Yes,92.1
2026-05-30,Croydon,Soft Drinks,2389,47.26,7,Yes,95.0
2025-05-07,London Central,Chilled,4865,58.61,3,Yes,97.1
2025-01-14,Birmingham,Food To Go,4029,18.53,5,No,92.7
2025-01-12,Birmingham,Own Brand,3335,41.28,3,No,98.9
2025-03-28,Croydon,Soft Drinks,4674,33.13,7,Yes,92.8
2025-10-28,Birmingham,Food To Go,5576,60.24,5,Yes,94.0
2025-08-31,Croydon,Meal Deals,1500,51.54,1,Yes,97.1
2025-05-02,Croydon,Chilled,2661,43.02,6,No,97.9
2025-05-27,Camden,Soft Drinks,3099,27.31,5,Yes,95.7
2025-12-22,London Central,Fresh Food,1102,45.43,2,Yes,95.7
2025-11-05,Reading,Fresh Food,3746,42.56,6,Yes,98.6
2025-10-15,Croydon,Meal Deals,4276,38.99,7,Yes,92.3
2025-11-03,London Central,Food To Go,4085,45.33,1,Yes,91.6
2025-12-18,Birmingham,Snacks,4537,76.09,7,No,91.2
2025-11-08,Bristol,Fresh Food,2327,48.63,4,No,93.3
2025-02-28,Croydon,Own Brand,3474,31.71,5,Yes,93.6
2025-02-04,Birmingham,Fresh Food,2679,26.14,5,Yes,95.8
2026-03-21,Birmingham,Fresh Food,4746,4.84,7,No,97.0
2025-04-03,Birmingham,Chilled,3562,24.63,6,No,96.8
2025-07-26,Birmingham,Fresh Food,5163,45.79,4,Yes,96.8
2025-12-19,Birmingham,Fruit & Veg,4317,25.09,4,No,93.1
2025-11-28,Croydon,Soft Drinks,3436,46.09,1,No,95.8
2025-06-08,Reading,Meal Deals,1307,24.0,6,Yes,93.5
2025-01-24,Camden,Fresh Food,4996,24.06,3,No,96.2
2026-02-08,Birmingham,Snacks,2089,44.3,4,No,95.1
2026-05-31,Birmingham,Own Brand,5555,27.76,7,No,96.8
2025-12-30,Camden,Snacks,3394,32.92,5,Yes,99.8
2026-01-17,Croydon,Fresh Food,5004,67.71,4,Yes,94.9
2025-06-01,London Central,Fresh Food,1666,23.6,7,Yes,92.8
2026-02-24,Bristol,Fruit & Veg,5163,45.28,1,No,91.7
2025-09-07,Bristol,Fresh Food,3234,19.99,1,Yes,93.2
2025-04-27,London Central,Fresh Food,2236,37.53,5,Yes,97.1
2026-05-27,Croydon,Soft Drinks,2623,35.62,5,No,96.0
2025-12-01,Bristol,Snacks,2374,35.85,5,Yes,95.5
2026-02-22,Camden,Fruit & Veg,4311,42.47,3,No,95.8
2025-10-22,London Central,Snacks,1176,93.56,5,Yes,96.4
2026-01-06,Reading,Fruit & Veg,2353,35.69,6,Yes,91.9
2025-07-05,Croydon,Snacks,3928,48.69,1,Yes,97.0
2025-09-03,London Central,Fresh Food,1625,32.24,1,No,95.8
2025-09-25,Bristol,Snacks,3654,24.72,4,No,92.1
2025-08-25,Croydon,Snacks,4608,23.52,5,Yes,95.7
2025-01-21,Camden,Fruit & Veg,4715,77.45,3,No,92.4
2025-04-10,Croydon,Meal Deals,5274,52.93,6,No,96.0
2026-04-23,Croydon,Food To Go,1394,27.88,2,Yes,95.2
2025-10-25,Camden,Fruit & Veg,2168,16.55,4,Yes,93.0
2025-11-30,Birmingham,Fruit & Veg,5971,60.81,6,Yes,95.8
2025-01-02,Camden,Fruit & Veg,1197,36.4,7,No,96.6
2026-01-10,Croydon,Chilled,1968,48.51,3,No,93.9
2025-10-20,Camden,Meal Deals,4908,27.91,5,Yes,96.6
2025-11-14,Birmingham,Chilled,4155,33.2,3,Yes,94.4
2026-05-17,London Central,Chilled,5764,27.63,2,Yes,96.7
2026-01-16,Camden,Fruit & Veg,3504,39.94,6,Yes,94.8
2025-01-14,Camden,Food To Go,2276,53.73,3,Yes,97.3
2026-05-19,Croydon,Fruit & Veg,5167,46.52,7,Yes,93.2
2025-08-19,London Central,Fresh Food,5318,50.42,2,Yes,93.2
2025-03-25,Reading,Food To Go,2269,79.67,2,No,93.4
2025-05-10,Reading,Chilled,2364,48.25,6,Yes,95.3
2025-05-25,Bristol,Own Brand,1923,28.18,2,Yes,94.7
2025-01-28,Camden,Snacks,1470,27.39,6,Yes,95.6
2025-03-07,Camden,Snacks,4016,53.47,3,Yes,92.7
2025-06-12,London Central,Meal Deals,3054,50.05,7,No,93.6
2025-08-17,Birmingham,Own Brand,5283,73.36,5,No,97.5
2025-09-18,Reading,Soft Drinks,3051,27.47,1,Yes,95.7
2026-03-25,Bristol,Meal Deals,3954,43.67,1,Yes,96.2
2026-02-28,London Central,Food To Go,2148,34.07,3,Yes,94.5
2026-04-05,Camden,Chilled,4086,17.58,5,Yes,95.6
2025-10-28,Reading,Food To Go,1959,24.74,1,No,94.1
2025-10-30,Bristol,Food To Go,1629,33.07,7,Yes,91.3
2025-10-14,Croydon,Snacks,1774,21.12,2,No,97.1
2026-01-30,Reading,Fruit & Veg,1359,28.42,3,No,95.4
2025-01-10,Bristol,Fresh Food,1517,66.22,3,Yes,93.5
2025-09-27,London Central,Soft Drinks,2343,59.21,4,Yes,95.0
2025-12-27,Croydon,Chilled,2969,31.6,4,No,94.1
2025-09-14,Bristol,Food To Go,4227,27.98,4,Yes,98.0
2025-05-13,Bristol,Soft Drinks,3899,7.04,6,Yes,96.3
2025-10-03,Camden,Food To Go,1934,17.66,5,Yes,92.7
2026-05-28,Birmingham,Own Brand,2986,36.72,3,No,92.4
2025-11-09,Reading,Snacks,5996,38.49,4,Yes,95.5
2025-10-11,Camden,Fresh Food,1376,12.06,3,No,95.3
2025-05-01,Croydon,Snacks,4560,35.94,2,No,96.0
2025-04-17,Birmingham,Soft Drinks,2774,54.19,4,No,94.7
2025-07-23,Bristol,Chilled,2505,41.75,3,Yes,93.7
2025-06-14,Camden,Food To Go,3654,42.22,5,No,96.0
2025-11-01,Birmingham,Fresh Food,2010,36.35,6,Yes,96.2
2026-05-12,Reading,Own Brand,4477,42.64,7,Yes,97.5
2025-06-05,Croydon,Snacks,2230,62.51,5,No,96.5
2026-01-02,London Central,Own Brand,2177,45.34,5,Yes,93.3
2025-09-08,Camden,Soft Drinks,4857,23.87,7,No,95.5
2025-11-30,Croydon,Snacks,3095,52.73,4,Yes,94.4
2026-05-26,London Central,Food To Go,2672,32.76,5,No,93.1
2025-10-20,Camden,Food To Go,2928,26.8,6,Yes,91.4
2025-01-20,Croydon,Own Brand,4839,95.39,1,No,99.5
2025-10-09,Croydon,Chilled,4178,36.09,6,Yes,93.9
2025-01-01,Birmingham,Fresh Food,5268,24.87,2,Yes,94.7
2025-04-29,Camden,Fruit & Veg,3553,30.69,6,No,95.4
2025-02-04,Croydon,Snacks,3445,32.8,3,No,95.2
2025-07-17,Bristol,Food To Go,5389,48.15,1,Yes,90.0
2026-04-30,Camden,Soft Drinks,1551,44.01,4,Yes,94.7
2025-02-28,Croydon,Snacks,3897,50.57,3,Yes,98.5
2025-06-10,Birmingham,Chilled,2039,60.08,7,Yes,94.6
2025-07-25,London Central,Chilled,1884,66.97,6,Yes,98.3
2025-01-12,London Central,Food To Go,4051,64.46,3,No,95.1
2026-05-05,Bristol,Food To Go,5229,14.43,5,Yes,94.3
2025-10-03,Camden,Own Brand,5866,77.82,3,Yes,95.3
2025-08-30,Birmingham,Food To Go,4597,27.38,3,No,95.1
2025-08-04,Croydon,Own Brand,3555,46.93,6,Yes,95.0
2025-09-08,Croydon,Meal Deals,2089,47.76,2,No,93.8
2025-05-06,London Central,Fruit & Veg,5575,34.98,7,No,92.3
2025-08-05,Birmingham,Food To Go,5958,27.55,6,No,96.1
2025-11-02,Bristol,Snacks,1458,18.83,4,No,95.2
2025-07-04,London Central,Snacks,5721,38.3,7,No,98.3
2025-02-08,London Central,Own Brand,5254,35.59,1,Yes,94.9
2025-08-11,Bristol,Meal Deals,3007,21.71,5,Yes,92.0
2025-07-03,Camden,Meal Deals,2920,36.83,2,No,95.6
2026-05-10,Croydon,Fresh Food,5527,45.77,1,Yes,95.2
2026-03-03,Camden,Soft Drinks,2003,85.0,1,Yes,94.1
2025-06-27,Birmingham,Food To Go,4083,28.97,7,No,96.2
2026-03-04,Reading,Own Brand,3114,29.69,2,No,96.0
2025-10-21,Reading,Snacks,3589,60.0,5,Yes,92.6
2025-05-31,Reading,Meal Deals,3143,39.12,4,No,94.1
2026-01-19,Bristol,Snacks,5310,17.04,2,No,97.2
2025-11-04,London Central,Snacks,3241,27.9,2,No,93.0
2025-12-02,Camden,Meal Deals,5980,29.48,2,No,94.7
2026-01-10,Croydon,Fruit & Veg,3086,41.8,5,Yes,95.5
2025-01-08,Reading,Meal Deals,1938,21.33,2,No,92.7
2025-12-07,Camden,Meal Deals,5301,18.87,2,No,94.8
2025-05-09,Reading,Soft Drinks,4970,30.02,3,No,94.7
2025-12-18,Reading,Own Brand,4999,30.79,3,No,94.4
2025-12-24,Croydon,Own Brand,5650,23.24,3,Yes,91.9
2026-05-10,Birmingham,Meal Deals,4408,21.34,3,Yes,95.0
2025-03-27,Birmingham,Chilled,1770,54.87,2,Yes,93.8
2025-06-24,Birmingham,Own Brand,1248,32.02,7,No,97.1
2025-07-12,Bristol,Own Brand,1372,53.84,3,No,95.8
2025-11-07,London Central,Own Brand,3926,47.94,1,Yes,93.4
2025-04-29,Bristol,Meal Deals,4857,27.4,7,No,94.2
2025-08-06,Camden,Snacks,5930,25.01,4,No,95.3
2026-03-03,Bristol,Food To Go,1701,62.19,3,Yes,94.2
2026-02-18,Camden,Snacks,3185,48.26,5,Yes,92.0
2025-04-24,Camden,Soft Drinks,1941,36.18,4,Yes,95.6
2025-05-25,London Central,Chilled,4914,56.12,6,No,96.1
2025-10-30,Croydon,Meal Deals,1793,20.86,6,No,96.5
2025-12-11,London Central,Fruit & Veg,1677,74.47,1,Yes,96.9
2025-01-01,Birmingham,Fresh Food,2561,28.82,4,Yes,93.3
2025-05-27,Birmingham,Meal Deals,5053,19.7,4,No,96.6
2025-10-14,Bristol,Food To Go,1452,32.58,1,No,92.7
2025-02-22,Camden,Fresh Food,3466,22.11,6,No,95.7
2025-10-31,Reading,Fruit & Veg,4656,40.35,3,Yes,93.6
2025-03-10,Reading,Soft Drinks,5146,32.23,1,Yes,95.8
2025-12-27,Camden,Soft Drinks,4754,31.98,5,No,92.0
2025-08-08,London Central,Fruit & Veg,1209,80.11,1,Yes,96.1
2025-06-10,Croydon,Snacks,5983,45.59,2,Yes,93.4
2025-03-30,London Central,Fruit & Veg,2926,26.58,6,No,96.0
2025-06-08,Camden,Own Brand,5945,37.63,2,No,95.7
2026-05-04,Camden,Own Brand,4966,62.47,6,No,95.8
2025-11-20,Croydon,Meal Deals,2877,31.41,6,No,95.1
2026-01-16,Bristol,Food To Go,1626,38.45,4,Yes,92.7
2025-04-12,Bristol,Own Brand,3726,28.6,3,Yes,98.0
2026-05-09,Croydon,Chilled,2458,55.68,3,Yes,94.7
2025-01-19,Bristol,Meal Deals,3824,37.74,6,No,94.7
2026-03-30,Reading,Meal Deals,2250,65.51,6,Yes,97.8
2026-04-27,Bristol,Meal Deals,5758,41.28,2,No,93.2
2026-02-01,Bristol,Fresh Food,5363,32.95,5,Yes,94.9
2025-10-06,Bristol,Fresh Food,3163,34.57,1,Yes,95.3
2025-12-31,Reading,Soft Drinks,2623,75.43,6,Yes,94.5
2025-11-27,Bristol,Meal Deals,2853,39.19,6,No,95.5
2025-12-10,Birmingham,Snacks,1753,26.25,1,Yes,93.8
2026-03-31,Reading,Own Brand,2868,32.04,1,No,94.9
2025-03-06,Croydon,Soft Drinks,1181,73.51,5,Yes,95.3
2025-03-17,London Central,Food To Go,2513,20.8,5,No,97.7
2025-05-23,Croydon,Fruit & Veg,1902,27.96,1,No,98.3
2026-04-18,London Central,Fresh Food,4344,59.73,6,Yes,95.3
2026-02-21,Croydon,Meal Deals,4453,49.56,6,No,97.4
2025-11-01,Birmingham,Food To Go,4607,24.98,1,No,93.5
2026-05-12,London Central,Soft Drinks,3556,33.14,6,No,99.5
2025-10-18,London Central,Soft Drinks,3139,28.43,5,No,94.5
2025-04-12,Camden,Fresh Food,5244,73.35,1,Yes,94.9
2025-09-24,London Central,Soft Drinks,3164,43.32,5,Yes,96.1
2025-01-03,London Central,Snacks,3612,33.46,6,Yes,96.7
2025-03-26,Camden,Soft Drinks,3021,34.35,6,No,94.7
2025-11-24,Bristol,Chilled,3821,28.75,4,Yes,91.0
2026-03-26,Bristol,Own Brand,3281,59.15,2,No,96.3
2026-03-30,Camden,Fruit & Veg,2570,49.0,2,No,93.2
2025-08-09,Reading,Soft Drinks,2972,58.75,7,No,96.5
2025-06-03,London Central,Own Brand,4986,34.42,5,Yes,96.5
2025-01-12,London Central,Own Brand,3244,29.8,1,Yes,95.4
2025-05-13,Camden,Chilled,3442,46.03,2,Yes,96.8
2025-10-31,Camden,Food To Go,1713,40.04,6,Yes,94.0
2025-10-20,Reading,Soft Drinks,4545,85.32,3,Yes,97.7
2025-10-27,Birmingham,Snacks,1222,33.63,1,Yes,95.3
2025-02-12,Bristol,Food To Go,1863,29.95,5,No,94.6
2025-12-09,Croydon,Own Brand,5625,39.24,6,Yes,97.3
2025-11-22,Birmingham,Own Brand,2425,25.62,6,Yes,93.7
2026-05-13,Bristol,Meal Deals,3304,46.18,3,Yes,90.8
2025-12-30,London Central,Soft Drinks,1653,23.35,5,Yes,92.5
2026-03-03,Birmingham,Fresh Food,2159,43.7,7,Yes,97.9
2025-01-21,Camden,Chilled,2842,39.72,1,Yes,95.5
2026-02-11,Reading,Chilled,1443,76.14,6,No,95.3
2025-12-02,Bristol,Fresh Food,3465,42.47,7,Yes,96.8
2025-04-27,Reading,Fruit & Veg,5669,26.27,4,No,95.6
2025-05-04,Bristol,Own Brand,5436,49.3,6,Yes,94.4
2026-02-03,Birmingham,Meal Deals,3857,26.87,4,No,94.1
2025-02-20,London Central,Snacks,2280,46.99,4,No,92.6
2025-11-20,Croydon,Chilled,4039,33.49,1,No,92.9
2025-05-21,Reading,Food To Go,4795,24.27,1,No,95.3
2026-04-15,Reading,Own Brand,4637,21.44,3,Yes,94.7
2025-11-30,Croydon,Snacks,4758,69.46,6,Yes,96.0
2026-01-08,Reading,Chilled,1099,20.05,1,Yes,94.8
2026-05-09,Reading,Meal Deals,3086,40.96,1,Yes,92.9
2025-06-05,Bristol,Fruit & Veg,3310,60.39,3,Yes,95.5
2025-10-18,Bristol,Meal Deals,5245,26.46,3,No,95.4
2025-05-24,Croydon,Food To Go,3737,33.73,6,Yes,95.0
2025-04-16,London Central,Meal Deals,2607,70.56,7,Yes,95.3
2026-02-24,Birmingham,Snacks,3953,32.03,5,Yes,98.9
2025-01-02,Birmingham,Own Brand,4981,29.64,2,No,92.6
2025-03-31,Reading,Food To Go,4194,28.67,6,No,93.1
2025-12-11,London Central,Own Brand,5339,55.02,2,Yes,91.6
2025-12-16,Croydon,Fresh Food,5682,42.19,5,Yes,95.2
2026-04-04,Croydon,Soft Drinks,4092,35.01,4,Yes,91.1
2025-09-20,Bristol,Fresh Food,3962,54.12,7,No,95.4
2025-12-17,Reading,Snacks,3662,59.74,6,Yes,94.9
2025-04-18,Camden,Soft Drinks,1855,27.78,1,No,93.9
2025-02-08,Croydon,Fresh Food,3146,23.26,3,Yes,95.9
2025-06-08,Reading,Soft Drinks,5925,37.66,6,Yes,95.6
2025-11-08,London Central,Chilled,2386,62.47,3,No,98.2
2025-08-29,Bristol,Meal Deals,2716,35.22,4,No,96.2
2026-03-21,Birmingham,Food To Go,5151,47.65,3,No,94.9
2025-10-25,London Central,Soft Drinks,2725,22.58,4,Yes,90.4
2025-02-05,Croydon,Chilled,2953,37.55,7,No,96.9
2025-03-25,Croydon,Meal Deals,1184,56.1,5,Yes,96.9
2026-03-28,London Central,Meal Deals,1521,64.53,4,Yes,97.6
2026-01-20,Croydon,Fruit & Veg,3311,45.39,2,Yes,90.4
2025-06-21,Reading,Own Brand,2248,38.93,6,Yes,95.4
2026-01-11,Croydon,Fresh Food,2658,40.93,4,No,96.3
2025-12-28,Bristol,Fruit & Veg,2002,52.71,6,Yes,97.4
2025-05-21,Reading,Own Brand,4227,45.18,5,No,96.2
2025-04-28,Camden,Own Brand,4138,24.02,7,Yes,95.1
2025-10-04,Croydon,Snacks,2928,21.02,4,Yes,93.0
2025-08-08,Croydon,Chilled,1393,26.39,5,No,94.8
2025-01-26,Bristol,Fruit & Veg,2617,30.57,2,No,95.8
2025-01-10,Bristol,Fruit & Veg,4641,74.32,7,No,96.6
2026-01-13,Birmingham,Own Brand,1660,63.41,1,No,91.8
2025-06-01,London Central,Meal Deals,5164,36.18,5,Yes,95.6
2025-02-18,London Central,Chilled,1319,41.56,1,No,92.1
2025-06-03,London Central,Meal Deals,3224,32.5,5,No,95.5
2025-10-20,Bristol,Food To Go,1583,27.95,7,Yes,92.7
2025-02-19,London Central,Soft Drinks,4600,55.72,4,No,92.1
2025-03-01,London Central,Snacks,1581,20.09,1,No,98.6
2025-06-16,Camden,Snacks,4696,53.94,7,Yes,92.2
2025-07-21,London Central,Fresh Food,2767,34.77,5,No,93.7
2025-05-26,Croydon,Meal Deals,2556,27.11,6,Yes,95.0
2026-03-15,Birmingham,Soft Drinks,2798,18.55,5,No,90.8
2025-08-30,Bristol,Own Brand,5206,31.85,1,Yes,96.6
2026-04-28,Reading,Fresh Food,1998,31.4,6,Yes,93.6
2025-04-18,Birmingham,Snacks,1757,45.82,7,No,93.0
2025-08-14,Camden,Soft Drinks,1282,45.94,5,Yes,96.8
2026-03-08,Bristol,Fruit & Veg,5896,23.52,1,Yes,92.3
2026-02-23,Bristol,Food To Go,1130,36.41,2,No,95.9
2026-03-31,Croydon,Own Brand,2293,67.77,3,No,95.0
2025-06-09,Birmingham,Fruit & Veg,1060,32.33,2,No,95.1
2025-03-18,Birmingham,Food To Go,3211,21.55,1,Yes,94.9
2026-05-24,London Central,Own Brand,2548,93.46,4,Yes,95.3
2026-03-17,Croydon,Meal Deals,5367,22.84,4,No,90.4
2025-09-11,London Central,Chilled,2781,58.77,3,No,93.3
2025-11-16,London Central,Fresh Food,1037,47.26,1,Yes,93.2
2025-09-20,Bristol,Fresh Food,4631,32.57,6,No,97.2
2026-01-09,Birmingham,Chilled,3664,21.71,5,Yes,95.3
2025-06-16,London Central,Soft Drinks,1473,43.65,2,Yes,95.0
2026-04-04,Camden,Chilled,1058,44.19,6,Yes,98.7
2025-10-07,Camden,Meal Deals,3636,49.34,7,Yes,91.0
2025-10-29,Birmingham,Snacks,3614,32.55,2,Yes,97.8
2025-08-06,Camden,Chilled,3614,22.22,3,No,95.0
2025-04-12,Bristol,Food To Go,5999,55.95,3,Yes,93.5
2025-10-15,Croydon,Snacks,5478,27.92,7,No,93.9
2025-06-16,Reading,Chilled,2411,26.15,3,No,94.0
2025-02-05,London Central,Fresh Food,1084,50.49,7,No,98.0
2025-12-19,Reading,Fruit & Veg,2533,33.19,6,Yes,95.5
2025-03-14,Croydon,Food To Go,4797,42.14,6,Yes,96.4
2025-12-19,Croydon,Meal Deals,3674,46.24,3,No,93.5
2025-03-11,Bristol,Food To Go,3873,66.13,6,Yes,95.2
2026-03-01,Camden,Own Brand,4120,37.83,3,No,96.8
2026-03-04,Camden,Soft Drinks,2090,55.33,6,Yes,97.3
2025-06-09,Croydon,Fruit & Veg,3834,33.45,3,Yes,92.3
2025-05-29,Bristol,Food To Go,5224,64.02,5,No,96.6
2025-08-18,Bristol,Own Brand,3076,75.9,5,No,94.7
2025-03-08,Birmingham,Chilled,4190,104.1,7,Yes,95.7
2026-01-16,London Central,Food To Go,5787,38.42,2,Yes,93.9
2025-02-27,Camden,Food To Go,5228,56.21,7,No,98.1
2025-09-16,Croydon,Food To Go,2208,45.16,2,Yes,95.5
2025-12-08,Birmingham,Soft Drinks,4577,36.84,7,Yes,93.8
2025-05-10,Reading,Food To Go,5741,27.14,3,Yes,94.0
2025-06-21,Camden,Food To Go,3581,28.95,2,Yes,96.7
2025-07-28,London Central,Soft Drinks,4787,34.4,6,No,96.4
2025-12-20,Bristol,Own Brand,1515,58.63,3,Yes,95.2
2026-04-16,Croydon,Snacks,3212,23.89,5,No,94.2
2025-04-26,Camden,Fruit & Veg,3974,36.53,4,No,96.9
2025-09-21,Reading,Own Brand,1932,36.18,5,No,93.9
2026-03-18,London Central,Meal Deals,2663,30.55,1,Yes,93.8
2026-03-29,London Central,Snacks,1556,24.05,5,Yes,100.1
2026-04-22,Birmingham,Fresh Food,2671,36.64,1,No,95.8
2025-10-14,Camden,Soft Drinks,1992,9.04,2,Yes,94.8
2025-10-30,Reading,Soft Drinks,2628,68.77,5,No,94.1
2025-11-07,London Central,Food To Go,2691,14.52,4,Yes,94.6
2025-07-27,Croydon,Food To Go,5852,20.11,6,No,97.5
2026-03-22,London Central,Meal Deals,2104,55.64,5,No,96.7
2025-02-24,Reading,Fresh Food,2270,30.17,6,Yes,93.7
2025-01-12,Bristol,Food To Go,3902,41.91,5,Yes,94.3
2026-02-04,Bristol,Chilled,5744,59.69,5,Yes,92.4
2026-05-30,Birmingham,Food To Go,2409,21.38,6,Yes,95.5
2025-08-25,Camden,Food To Go,4646,19.64,6,Yes,87.1
2025-10-06,Reading,Chilled,2330,36.44,3,No,91.9
2025-12-14,Birmingham,Fresh Food,5723,30.91,5,Yes,95.2
2025-04-14,London Central,Chilled,3054,22.48,5,Yes,89.8
2025-09-05,London Central,Soft Drinks,1953,27.26,4,Yes,99.6
2025-12-30,Bristol,Chilled,2842,13.38,6,Yes,93.2
2025-11-17,Birmingham,Fruit & Veg,3802,53.93,6,Yes,96.0
2025-10-13,Bristol,Soft Drinks,1009,53.91,1,No,97.5
2025-05-29,Croydon,Food To Go,3609,29.58,1,No,95.5
2025-03-25,Bristol,Meal Deals,1121,37.54,6,Yes,95.0
2026-02-10,Croydon,Soft Drinks,5782,43.14,4,Yes,93.9
2026-04-01,London Central,Fresh Food,3560,40.78,2,No,92.4
2025-06-10,Birmingham,Fresh Food,4037,49.35,5,Yes,94.0
2026-04-05,Croydon,Chilled,1440,28.56,2,Yes,95.2
2026-05-15,Birmingham,Soft Drinks,3749,57.68,4,No,94.9
2026-05-24,Birmingham,Food To Go,1590,55.6,2,Yes,93.1
2026-04-26,Croydon,Fresh Food,2368,32.55,1,Yes,97.1
2025-04-24,Camden,Snacks,2989,38.62,3,No,92.1
2025-12-27,Bristol,Food To Go,2361,62.32,2,Yes,96.2
2025-12-07,Croydon,Snacks,4773,39.94,3,No,96.7
2026-03-25,London Central,Fruit & Veg,3064,38.8,2,Yes,95.5
