date,store,category,customer_id,revenue,units,member,availability_pct,month,year,month_name,day_name,avg_basket_value,is_member
2026-04-21,Croydon,Food To Go,3908,57.17,4,No,97.4,2026-04,2026,April,Tuesday,14.2925,0
2025-06-27,Bristol,Soft Drinks,5137,27.38,5,Yes,93.3,2025-06,2025,June,Friday,5.476,1
2026-01-26,Bristol,Fresh Food,1770,29.24,4,No,93.6,2026-01,2026,January,Monday,7.31,0
2025-12-15,Bristol,Snacks,3539,56.99,1,Yes,94.3,2025-12,2025,December,Monday,56.99,1
2025-01-08,Croydon,Own Brand,2462,24.2,1,Yes,93.9,2025-01,2025,January,Wednesday,24.2,1
2025-11-09,Birmingham,Snacks,4854,20.5,4,No,95.7,2025-11,2025,November,Sunday,5.125,0
2026-03-19,Reading,Chilled,4118,29.28,6,No,92.8,2026-03,2026,March,Thursday,4.88,0
2025-11-24,Croydon,Meal Deals,3132,49.39,1,Yes,98.0,2025-11,2025,November,Monday,49.39,1
2025-02-23,Bristol,Food To Go,2709,35.96,4,Yes,98.5,2025-02,2025,February,Sunday,8.99,1
2025-08-27,Birmingham,Snacks,1990,61.22,2,No,97.2,2025-08,2025,August,Wednesday,30.61,0
2025-08-17,Camden,Chilled,1710,45.21,2,Yes,96.0,2025-08,2025,August,Sunday,22.605,1
2025-02-20,London Central,Chilled,5304,63.52,1,Yes,94.8,2025-02,2025,February,Thursday,63.52,1
2025-09-21,Bristol,Food To Go,1038,47.87,7,No,95.4,2025-09,2025,September,Sunday,6.838571428571428,0
2026-02-22,Camden,Soft Drinks,2275,14.43,4,Yes,93.5,2026-02,2026,February,Sunday,3.6075,1
2025-04-06,Reading,Soft Drinks,5857,40.67,4,No,95.3,2025-04,2025,April,Sunday,10.1675,0
2025-03-29,Bristol,Soft Drinks,2436,26.48,4,No,95.7,2025-03,2025,March,Saturday,6.62,0
2025-03-19,Camden,Fruit & Veg,3993,40.92,6,No,93.3,2025-03,2025,March,Wednesday,6.82,0
2025-10-15,Bristol,Meal Deals,2469,18.74,1,Yes,98.2,2025-10,2025,October,Wednesday,18.74,1
2025-04-30,Croydon,Own Brand,3099,88.92,6,No,94.8,2025-04,2025,April,Wednesday,14.82,0
2026-05-06,Birmingham,Meal Deals,1373,22.58,4,Yes,92.9,2026-05,2026,May,Wednesday,5.645,1
2026-03-28,Camden,Soft Drinks,5251,51.37,5,Yes,94.6,2026-03,2026,March,Saturday,10.274,1
2026-05-15,Birmingham,Food To Go,5025,37.6,4,Yes,93.8,2026-05,2026,May,Friday,9.4,1
2025-06-14,Croydon,Fruit & Veg,2113,22.74,5,Yes,93.3,2025-06,2025,June,Saturday,4.548,1
2025-07-01,Croydon,Meal Deals,3726,36.97,2,Yes,98.1,2025-07,2025,July,Tuesday,18.485,1
2026-04-14,Birmingham,Soft Drinks,3398,64.81,5,Yes,95.0,2026-04,2026,April,Tuesday,12.962,1
2025-01-07,Camden,Fruit & Veg,4234,32.23,2,Yes,97.1,2025-01,2025,January,Tuesday,16.115,1
2025-11-26,Birmingham,Own Brand,2265,44.08,1,Yes,95.8,2025-11,2025,November,Wednesday,44.08,1
2025-05-31,Birmingham,Food To Go,4123,61.51,7,No,96.0,2025-05,2025,May,Saturday,8.787142857142857,0
2025-03-26,London Central,Soft Drinks,1653,46.1,7,Yes,95.0,2025-03,2025,March,Wednesday,6.585714285714286,1
2025-05-27,Camden,Own Brand,5158,47.0,6,No,94.1,2025-05,2025,May,Tuesday,7.833333333333333,0
2026-01-16,London Central,Fresh Food,1508,19.51,6,No,97.6,2026-01,2026,January,Friday,3.251666666666667,0
2025-10-12,Bristol,Own Brand,3339,43.96,2,No,96.3,2025-10,2025,October,Sunday,21.98,0
2025-03-23,Birmingham,Snacks,4162,39.44,2,Yes,94.6,2025-03,2025,March,Sunday,19.72,1
2026-05-29,Bristol,Food To Go,2687,68.35,4,No,97.0,2026-05,2026,May,Friday,17.0875,0
2026-01-21,Camden,Own Brand,2388,95.14,3,No,98.0,2026-01,2026,January,Wednesday,31.713333333333335,0
2026-04-16,Birmingham,Own Brand,3197,42.68,2,No,95.7,2026-04,2026,April,Thursday,21.34,0
2025-04-29,Bristol,Chilled,4911,86.12,5,Yes,98.1,2025-04,2025,April,Tuesday,17.224,1
2026-01-31,Reading,Chilled,3928,32.34,1,No,94.0,2026-01,2026,January,Saturday,32.34,0
2025-09-18,Croydon,Own Brand,5799,64.15,6,No,93.2,2025-09,2025,September,Thursday,10.691666666666668,0
2025-09-13,Birmingham,Own Brand,1515,93.22,5,Yes,94.3,2025-09,2025,September,Saturday,18.644,1
2025-08-14,Croydon,Food To Go,4658,41.14,6,No,95.1,2025-08,2025,August,Thursday,6.8566666666666665,0
2025-02-22,London Central,Chilled,2833,47.98,1,No,98.1,2025-02,2025,February,Saturday,47.98,0
2026-05-15,Bristol,Meal Deals,1029,44.25,5,No,94.2,2026-05,2026,May,Friday,8.85,0
2026-05-21,London Central,Food To Go,4214,26.27,6,Yes,95.8,2026-05,2026,May,Thursday,4.378333333333333,1
2025-12-30,Birmingham,Fresh Food,1325,48.57,2,No,97.2,2025-12,2025,December,Tuesday,24.285,0
2025-10-07,Croydon,Food To Go,4766,63.98,3,Yes,95.9,2025-10,2025,October,Tuesday,21.326666666666664,1
2025-06-07,Croydon,Soft Drinks,5111,45.33,2,No,94.0,2025-06,2025,June,Saturday,22.665,0
2025-02-28,Bristol,Soft Drinks,1110,63.1,7,Yes,92.4,2025-02,2025,February,Friday,9.014285714285714,1
2025-05-08,Birmingham,Fruit & Veg,1106,40.38,6,Yes,97.4,2025-05,2025,May,Thursday,6.73,1
2025-04-25,Reading,Chilled,3426,42.01,4,Yes,92.9,2025-04,2025,April,Friday,10.5025,1
2025-07-28,Reading,Own Brand,5378,16.18,5,No,94.2,2025-07,2025,July,Monday,3.2359999999999998,0
2025-08-25,Bristol,Snacks,5364,19.18,3,No,95.1,2025-08,2025,August,Monday,6.3933333333333335,0
2025-10-08,Birmingham,Chilled,3531,70.27,5,Yes,97.5,2025-10,2025,October,Wednesday,14.053999999999998,1
2025-12-25,Bristol,Meal Deals,4144,49.86,4,Yes,97.0,2025-12,2025,December,Thursday,12.465,1
2025-07-20,Birmingham,Food To Go,5693,22.77,4,Yes,95.3,2025-07,2025,July,Sunday,5.6925,1
2025-10-05,London Central,Snacks,1798,24.54,4,No,97.4,2025-10,2025,October,Sunday,6.135,0
2025-08-23,Bristol,Snacks,3437,22.84,6,Yes,97.9,2025-08,2025,August,Saturday,3.8066666666666666,1
2026-05-09,Birmingham,Own Brand,3011,38.99,2,Yes,94.0,2026-05,2026,May,Saturday,19.495,1
2025-01-04,Reading,Own Brand,1425,51.81,6,No,94.2,2025-01,2025,January,Saturday,8.635,0
2026-03-18,Birmingham,Chilled,4044,31.18,2,Yes,96.5,2026-03,2026,March,Wednesday,15.59,1
2025-01-29,Birmingham,Snacks,4288,38.25,3,Yes,98.4,2025-01,2025,January,Wednesday,12.75,1
2025-04-19,Bristol,Snacks,3914,38.89,4,Yes,93.6,2025-04,2025,April,Saturday,9.7225,1
2025-03-16,London Central,Soft Drinks,2239,29.95,7,No,91.3,2025-03,2025,March,Sunday,4.2785714285714285,0
2025-05-26,London Central,Fresh Food,4391,46.75,2,No,96.3,2025-05,2025,May,Monday,23.375,0
2025-05-08,London Central,Own Brand,5213,38.82,1,No,97.7,2025-05,2025,May,Thursday,38.82,0
2025-02-11,London Central,Food To Go,4997,46.86,7,Yes,95.3,2025-02,2025,February,Tuesday,6.694285714285714,1
2025-02-10,Bristol,Own Brand,4039,13.38,2,Yes,93.3,2025-02,2025,February,Monday,6.69,1
2025-02-03,Croydon,Soft Drinks,1598,44.32,7,No,93.5,2025-02,2025,February,Monday,6.331428571428572,0
2025-01-17,Bristol,Meal Deals,3087,39.95,7,No,93.5,2025-01,2025,January,Friday,5.707142857142857,0
2025-06-02,Camden,Own Brand,2184,47.74,3,No,95.2,2025-06,2025,June,Monday,15.913333333333334,0
2026-01-13,London Central,Meal Deals,3750,65.09,5,Yes,95.2,2026-01,2026,January,Tuesday,13.018,1
2025-12-08,Camden,Fruit & Veg,3584,39.16,6,No,93.5,2025-12,2025,December,Monday,6.526666666666666,0
2025-01-27,Reading,Snacks,5759,15.09,4,No,97.2,2025-01,2025,January,Monday,3.7725,0
2025-10-14,Reading,Snacks,4513,27.76,2,Yes,95.5,2025-10,2025,October,Tuesday,13.88,1
2025-06-17,Bristol,Chilled,5745,89.05,3,No,92.9,2025-06,2025,June,Tuesday,29.683333333333334,0
2025-09-25,Bristol,Fresh Food,5054,31.16,7,No,96.2,2025-09,2025,September,Thursday,4.451428571428571,0
2026-03-31,Croydon,Fresh Food,5383,30.54,6,No,94.2,2026-03,2026,March,Tuesday,5.09,0
2026-02-05,Croydon,Chilled,4936,26.34,5,No,95.2,2026-02,2026,February,Thursday,5.268,0
2026-04-21,Reading,Chilled,2699,28.62,3,Yes,96.8,2026-04,2026,April,Tuesday,9.540000000000001,1
2025-05-10,London Central,Soft Drinks,5507,36.43,5,No,97.0,2025-05,2025,May,Saturday,7.286,0
2025-12-29,Camden,Meal Deals,3575,10.33,1,No,96.8,2025-12,2025,December,Monday,10.33,0
2025-10-19,Croydon,Chilled,1135,35.67,6,Yes,95.1,2025-10,2025,October,Sunday,5.945,1
2026-01-06,Birmingham,Meal Deals,3025,27.08,6,Yes,93.1,2026-01,2026,January,Tuesday,4.513333333333333,1
2025-01-29,Croydon,Own Brand,4535,29.67,5,Yes,94.4,2025-01,2025,January,Wednesday,5.934,1
2025-05-29,London Central,Own Brand,5854,43.47,1,Yes,95.0,2025-05,2025,May,Thursday,43.47,1
2025-10-23,London Central,Fruit & Veg,3890,29.18,4,No,98.1,2025-10,2025,October,Thursday,7.295,0
2025-01-11,Bristol,Meal Deals,3757,46.03,2,Yes,93.9,2025-01,2025,January,Saturday,23.015,1
2026-05-27,Camden,Soft Drinks,4773,28.77,7,Yes,95.4,2026-05,2026,May,Wednesday,4.11,1
2025-04-23,London Central,Own Brand,1380,50.98,1,Yes,92.5,2025-04,2025,April,Wednesday,50.98,1
2025-07-06,Croydon,Snacks,2528,13.28,3,Yes,95.7,2025-07,2025,July,Sunday,4.426666666666667,1
2025-08-15,Croydon,Snacks,5901,34.54,5,Yes,94.9,2025-08,2025,August,Friday,6.9079999999999995,1
2025-11-06,Reading,Own Brand,5571,28.17,6,Yes,94.7,2025-11,2025,November,Thursday,4.695,1
2025-04-08,London Central,Own Brand,4628,33.14,3,Yes,96.7,2025-04,2025,April,Tuesday,11.046666666666667,1
2025-02-24,Birmingham,Own Brand,1848,39.28,6,No,93.6,2025-02,2025,February,Monday,6.546666666666667,0
2026-02-10,Bristol,Meal Deals,5992,34.8,1,Yes,97.8,2026-02,2026,February,Tuesday,34.8,1
2025-03-10,Camden,Snacks,5127,22.91,6,No,93.5,2025-03,2025,March,Monday,3.8183333333333334,0
2025-11-08,Birmingham,Snacks,2927,22.27,7,Yes,97.7,2025-11,2025,November,Saturday,3.1814285714285715,1
2025-10-16,Bristol,Food To Go,3165,21.49,6,Yes,91.8,2025-10,2025,October,Thursday,3.5816666666666666,1
2025-05-28,Croydon,Own Brand,5286,38.94,7,Yes,95.6,2025-05,2025,May,Wednesday,5.562857142857142,1
2026-04-12,Birmingham,Fruit & Veg,3121,48.34,6,Yes,96.2,2026-04,2026,April,Sunday,8.056666666666667,1
2025-09-01,Bristol,Own Brand,5718,24.21,6,Yes,94.3,2025-09,2025,September,Monday,4.035,1
2026-05-06,Croydon,Soft Drinks,3918,67.19,7,Yes,95.6,2026-05,2026,May,Wednesday,9.598571428571429,1
2026-05-22,Croydon,Soft Drinks,5681,25.17,7,Yes,94.3,2026-05,2026,May,Friday,3.595714285714286,1
2025-12-31,Croydon,Snacks,1472,48.11,3,No,95.9,2025-12,2025,December,Wednesday,16.036666666666665,0
2026-04-27,Croydon,Own Brand,2787,22.2,5,Yes,95.5,2026-04,2026,April,Monday,4.4399999999999995,1
2025-07-20,Croydon,Fresh Food,1113,44.25,2,No,99.4,2025-07,2025,July,Sunday,22.125,0
2025-06-03,Reading,Soft Drinks,2336,62.82,3,No,92.2,2025-06,2025,June,Tuesday,20.94,0
2026-03-26,Birmingham,Own Brand,1338,27.3,4,No,95.4,2026-03,2026,March,Thursday,6.825,0
2026-05-16,Bristol,Fruit & Veg,3285,35.59,5,Yes,94.2,2026-05,2026,May,Saturday,7.118,1
2025-03-14,Reading,Chilled,2196,45.36,5,No,95.2,2025-03,2025,March,Friday,9.072,0
2025-10-23,Reading,Own Brand,1078,46.25,7,Yes,94.7,2025-10,2025,October,Thursday,6.607142857142857,1
2025-01-17,London Central,Fruit & Veg,5559,61.55,4,Yes,94.3,2025-01,2025,January,Friday,15.3875,1
2025-08-05,London Central,Snacks,3652,17.89,7,Yes,94.0,2025-08,2025,August,Tuesday,2.5557142857142856,1
2025-03-02,London Central,Snacks,5657,35.71,7,No,96.4,2025-03,2025,March,Sunday,5.101428571428571,0
2025-02-11,Camden,Food To Go,5380,23.01,1,Yes,94.3,2025-02,2025,February,Tuesday,23.01,1
2025-01-25,London Central,Meal Deals,5318,27.65,4,No,95.0,2025-01,2025,January,Saturday,6.9125,0
2025-02-08,Bristol,Soft Drinks,3640,25.59,1,Yes,95.4,2025-02,2025,February,Saturday,25.59,1
2025-05-11,Reading,Meal Deals,2256,36.56,2,No,93.6,2025-05,2025,May,Sunday,18.28,0
2026-05-13,Bristol,Own Brand,1827,26.96,1,No,96.2,2026-05,2026,May,Wednesday,26.96,0
2025-08-17,Birmingham,Meal Deals,3718,31.51,7,No,93.1,2025-08,2025,August,Sunday,4.501428571428572,0
2025-04-18,London Central,Soft Drinks,5923,33.63,2,Yes,96.0,2025-04,2025,April,Friday,16.815,1
2025-06-21,Camden,Soft Drinks,3810,42.65,2,No,95.8,2025-06,2025,June,Saturday,21.325,0
2026-03-11,Birmingham,Own Brand,4385,45.23,6,No,94.7,2026-03,2026,March,Wednesday,7.538333333333333,0
2026-04-23,Camden,Snacks,2965,39.49,6,Yes,92.8,2026-04,2026,April,Thursday,6.581666666666667,1
2025-04-12,Birmingham,Soft Drinks,3427,35.02,4,Yes,95.0,2025-04,2025,April,Saturday,8.755,1
2025-10-02,Reading,Fresh Food,3841,58.14,7,No,92.9,2025-10,2025,October,Thursday,8.305714285714286,0
2025-02-13,Bristol,Fresh Food,1613,24.93,2,Yes,94.8,2025-02,2025,February,Thursday,12.465,1
2025-01-17,Croydon,Chilled,1562,52.6,7,No,96.6,2025-01,2025,January,Friday,7.514285714285714,0
2025-11-26,Bristol,Soft Drinks,5826,16.46,1,Yes,95.0,2025-11,2025,November,Wednesday,16.46,1
2026-05-12,London Central,Food To Go,5352,31.87,3,Yes,97.5,2026-05,2026,May,Tuesday,10.623333333333333,1
2025-01-12,Croydon,Chilled,1184,45.5,6,Yes,95.6,2025-01,2025,January,Sunday,7.583333333333333,1
2025-11-14,Camden,Snacks,3192,30.91,5,Yes,96.5,2025-11,2025,November,Friday,6.182,1
2025-08-04,Reading,Soft Drinks,5065,53.59,5,Yes,96.4,2025-08,2025,August,Monday,10.718,1
2025-12-05,Reading,Fresh Food,1245,41.13,1,No,97.8,2025-12,2025,December,Friday,41.13,0
2025-03-22,Camden,Food To Go,5086,45.65,6,Yes,92.4,2025-03,2025,March,Saturday,7.608333333333333,1
2026-04-30,London Central,Own Brand,3234,52.57,3,No,94.0,2026-04,2026,April,Thursday,17.523333333333333,0
2026-01-09,Camden,Chilled,1865,45.27,7,No,95.1,2026-01,2026,January,Friday,6.467142857142858,0
2025-07-19,Birmingham,Food To Go,3087,75.03,2,Yes,96.6,2025-07,2025,July,Saturday,37.515,1
2026-04-11,London Central,Soft Drinks,1600,30.75,6,Yes,95.3,2026-04,2026,April,Saturday,5.125,1
2025-03-30,Croydon,Fruit & Veg,4033,29.67,1,Yes,95.0,2025-03,2025,March,Sunday,29.67,1
2025-09-25,Camden,Food To Go,3056,54.1,7,Yes,97.1,2025-09,2025,September,Thursday,7.728571428571429,1
2026-05-04,London Central,Food To Go,3131,21.92,2,Yes,94.3,2026-05,2026,May,Monday,10.96,1
2025-02-16,Croydon,Snacks,1532,32.66,6,Yes,94.2,2025-02,2025,February,Sunday,5.4433333333333325,1
2025-10-15,Camden,Fresh Food,3042,16.58,4,No,96.0,2025-10,2025,October,Wednesday,4.145,0
2025-01-16,Reading,Own Brand,1357,76.41,3,Yes,99.8,2025-01,2025,January,Thursday,25.47,1
2026-02-05,Camden,Soft Drinks,1377,38.23,5,No,95.0,2026-02,2026,February,Thursday,7.645999999999999,0
2025-03-27,Bristol,Food To Go,3219,18.42,1,No,93.7,2025-03,2025,March,Thursday,18.42,0
2025-09-07,Camden,Soft Drinks,5488,70.3,5,No,93.9,2025-09,2025,September,Sunday,14.059999999999999,0
2026-01-26,Bristol,Fresh Food,5797,89.08,7,No,94.3,2026-01,2026,January,Monday,12.725714285714286,0
2025-12-01,Croydon,Snacks,4307,37.11,2,No,97.7,2025-12,2025,December,Monday,18.555,0
2025-05-17,Camden,Soft Drinks,3596,28.26,2,Yes,94.3,2025-05,2025,May,Saturday,14.13,1
2026-05-13,Croydon,Meal Deals,1783,40.57,4,No,95.6,2026-05,2026,May,Wednesday,10.1425,0
2026-04-22,Croydon,Fresh Food,3379,44.15,2,No,94.8,2026-04,2026,April,Wednesday,22.075,0
2025-08-11,London Central,Fresh Food,4603,19.03,2,Yes,92.4,2025-08,2025,August,Monday,9.515,1
2026-01-07,Croydon,Own Brand,1982,26.61,7,Yes,94.3,2026-01,2026,January,Wednesday,3.801428571428571,1
2026-02-06,Croydon,Chilled,4942,33.81,5,Yes,90.1,2026-02,2026,February,Friday,6.7620000000000005,1
2026-03-19,Camden,Snacks,3590,30.76,5,Yes,95.4,2026-03,2026,March,Thursday,6.152,1
2026-05-05,Camden,Snacks,2042,71.79,1,Yes,96.0,2026-05,2026,May,Tuesday,71.79,1
2025-09-30,Reading,Own Brand,3538,35.73,1,No,93.3,2025-09,2025,September,Tuesday,35.73,0
2025-06-08,London Central,Meal Deals,1861,14.91,2,No,93.9,2025-06,2025,June,Sunday,7.455,0
2025-06-01,Croydon,Soft Drinks,2876,43.22,6,Yes,92.3,2025-06,2025,June,Sunday,7.203333333333333,1
2025-07-07,London Central,Fruit & Veg,2835,37.29,3,Yes,90.6,2025-07,2025,July,Monday,12.43,1
2025-04-08,Bristol,Meal Deals,5208,33.92,1,No,92.0,2025-04,2025,April,Tuesday,33.92,0
2025-05-11,Croydon,Chilled,4526,16.03,2,Yes,96.3,2025-05,2025,May,Sunday,8.015,1
2025-06-20,London Central,Snacks,2685,33.28,6,Yes,94.4,2025-06,2025,June,Friday,5.546666666666667,1
2025-07-02,Reading,Fresh Food,4401,41.02,6,No,95.4,2025-07,2025,July,Wednesday,6.836666666666667,0
2025-12-30,Reading,Snacks,2622,74.06,5,Yes,99.1,2025-12,2025,December,Tuesday,14.812000000000001,1
2025-02-08,Croydon,Meal Deals,5957,29.38,6,Yes,97.0,2025-02,2025,February,Saturday,4.8966666666666665,1
2026-05-12,Bristol,Fruit & Veg,3657,52.9,4,Yes,96.1,2026-05,2026,May,Tuesday,13.225,1
2026-05-31,Reading,Food To Go,2932,32.35,5,No,94.0,2026-05,2026,May,Sunday,6.470000000000001,0
2025-12-15,Reading,Food To Go,1507,40.45,5,No,98.1,2025-12,2025,December,Monday,8.09,0
2026-02-01,Bristol,Own Brand,5561,46.88,4,Yes,97.5,2026-02,2026,February,Sunday,11.72,1
2025-06-10,London Central,Snacks,4478,92.6,7,Yes,96.8,2025-06,2025,June,Tuesday,13.228571428571428,1
2025-01-16,Reading,Snacks,3656,61.52,7,No,95.0,2025-01,2025,January,Thursday,8.788571428571428,0
2026-05-08,Camden,Chilled,2121,24.05,5,No,93.2,2026-05,2026,May,Friday,4.8100000000000005,0
2026-03-02,Birmingham,Snacks,1289,42.53,1,No,98.0,2026-03,2026,March,Monday,42.53,0
2025-04-18,Birmingham,Fruit & Veg,3829,40.16,5,No,96.7,2025-04,2025,April,Friday,8.032,0
2026-03-26,Reading,Snacks,3209,45.31,4,Yes,94.6,2026-03,2026,March,Thursday,11.3275,1
2025-11-07,London Central,Soft Drinks,5812,18.17,2,No,94.4,2025-11,2025,November,Friday,9.085,0
2025-06-19,London Central,Meal Deals,2400,36.64,2,No,92.6,2025-06,2025,June,Thursday,18.32,0
2026-02-18,Croydon,Own Brand,1566,26.37,2,No,96.5,2026-02,2026,February,Wednesday,13.185,0
2025-09-08,Camden,Fruit & Veg,2473,24.49,7,No,95.3,2025-09,2025,September,Monday,3.498571428571428,0
2025-05-21,London Central,Chilled,2987,52.66,4,Yes,95.8,2025-05,2025,May,Wednesday,13.165,1
2025-10-01,Bristol,Soft Drinks,4787,68.92,4,No,96.9,2025-10,2025,October,Wednesday,17.23,0
2026-02-20,Camden,Soft Drinks,4865,54.04,1,No,96.4,2026-02,2026,February,Friday,54.04,0
2025-02-08,Birmingham,Meal Deals,4260,73.81,4,No,93.3,2025-02,2025,February,Saturday,18.4525,0
2025-01-29,Camden,Food To Go,4547,32.74,6,Yes,95.0,2025-01,2025,January,Wednesday,5.456666666666667,1
2026-04-22,Bristol,Fruit & Veg,4251,109.95,2,No,95.8,2026-04,2026,April,Wednesday,54.975,0
2025-11-14,Reading,Meal Deals,2716,10.64,4,No,96.0,2025-11,2025,November,Friday,2.66,0
2025-09-02,Bristol,Soft Drinks,2012,78.3,3,Yes,91.8,2025-09,2025,September,Tuesday,26.099999999999998,1
2025-09-29,Bristol,Chilled,2310,39.07,7,No,93.0,2025-09,2025,September,Monday,5.581428571428572,0
2026-03-16,Reading,Meal Deals,5570,39.42,5,No,96.3,2026-03,2026,March,Monday,7.884,0
2025-08-27,Reading,Food To Go,1617,12.33,1,Yes,96.3,2025-08,2025,August,Wednesday,12.33,1
2026-01-12,Reading,Soft Drinks,5736,34.77,2,Yes,98.2,2026-01,2026,January,Monday,17.385,1
2025-09-23,Reading,Meal Deals,5257,26.54,6,No,91.9,2025-09,2025,September,Tuesday,4.423333333333333,0
2025-12-25,Reading,Fruit & Veg,2982,18.69,6,Yes,96.8,2025-12,2025,December,Thursday,3.115,1
2025-12-06,Bristol,Food To Go,3228,45.34,2,Yes,95.8,2025-12,2025,December,Saturday,22.67,1
2026-01-24,Croydon,Fruit & Veg,5820,58.41,6,Yes,92.9,2026-01,2026,January,Saturday,9.735,1
2025-01-03,Croydon,Fruit & Veg,1468,32.92,3,Yes,91.5,2025-01,2025,January,Friday,10.973333333333334,1
2026-03-05,London Central,Fruit & Veg,5116,27.03,1,Yes,96.9,2026-03,2026,March,Thursday,27.03,1
2025-05-22,Croydon,Meal Deals,5355,39.53,7,Yes,93.0,2025-05,2025,May,Thursday,5.647142857142858,1
2026-01-11,Birmingham,Food To Go,2139,28.09,5,No,92.4,2026-01,2026,January,Sunday,5.618,0
2025-11-20,Croydon,Meal Deals,2436,49.66,1,No,95.9,2025-11,2025,November,Thursday,49.66,0
2025-05-26,Bristol,Meal Deals,1536,27.73,1,No,95.0,2025-05,2025,May,Monday,27.73,0
2025-10-20,Reading,Meal Deals,1951,54.82,7,Yes,96.1,2025-10,2025,October,Monday,7.831428571428572,1
2026-03-08,Reading,Soft Drinks,3813,14.26,2,Yes,95.9,2026-03,2026,March,Sunday,7.13,1
2025-12-10,Birmingham,Fresh Food,4994,20.36,5,No,96.4,2025-12,2025,December,Wednesday,4.072,0
2025-05-20,Croydon,Soft Drinks,2840,33.37,1,No,96.3,2025-05,2025,May,Tuesday,33.37,0
2025-07-06,Bristol,Food To Go,1850,31.9,3,No,93.2,2025-07,2025,July,Sunday,10.633333333333333,0
2025-03-02,London Central,Fresh Food,2971,80.11,7,Yes,98.1,2025-03,2025,March,Sunday,11.444285714285714,1
2026-01-15,Reading,Fresh Food,2191,29.2,2,No,94.0,2026-01,2026,January,Thursday,14.6,0
2026-03-16,Camden,Fresh Food,4920,33.6,4,Yes,93.2,2026-03,2026,March,Monday,8.4,1
2025-11-15,London Central,Snacks,5628,56.35,4,No,94.6,2025-11,2025,November,Saturday,14.0875,0
2025-10-29,Birmingham,Meal Deals,3062,17.67,2,Yes,95.9,2025-10,2025,October,Wednesday,8.835,1
2025-12-10,London Central,Own Brand,4046,16.5,1,Yes,94.1,2025-12,2025,December,Wednesday,16.5,1
2025-01-11,Bristol,Chilled,5399,22.54,7,Yes,93.2,2025-01,2025,January,Saturday,3.2199999999999998,1
2025-03-03,Croydon,Food To Go,4558,11.27,6,No,93.2,2025-03,2025,March,Monday,1.8783333333333332,0
2025-08-14,Reading,Own Brand,5511,23.53,2,Yes,95.4,2025-08,2025,August,Thursday,11.765,1
2025-06-02,Birmingham,Snacks,1304,44.07,6,Yes,96.1,2025-06,2025,June,Monday,7.345,1
2025-11-06,Birmingham,Snacks,5908,23.79,4,Yes,96.3,2025-11,2025,November,Thursday,5.9475,1
2025-08-31,Camden,Chilled,3847,60.76,4,No,91.9,2025-08,2025,August,Sunday,15.19,0
2026-05-08,London Central,Fresh Food,3435,30.98,3,Yes,93.3,2026-05,2026,May,Friday,10.326666666666666,1
2026-01-01,Camden,Meal Deals,3804,40.69,3,No,96.9,2026-01,2026,January,Thursday,13.563333333333333,0
2025-11-26,Croydon,Chilled,2984,50.57,4,No,94.2,2025-11,2025,November,Wednesday,12.6425,0
2025-04-17,Croydon,Own Brand,4936,30.52,3,No,95.4,2025-04,2025,April,Thursday,10.173333333333334,0
2025-08-06,Reading,Chilled,3895,51.86,3,No,90.5,2025-08,2025,August,Wednesday,17.286666666666665,0
2026-05-21,Croydon,Snacks,2681,85.0,4,Yes,94.7,2026-05,2026,May,Thursday,21.25,1
2025-09-16,Camden,Food To Go,2333,34.68,1,Yes,96.4,2025-09,2025,September,Tuesday,34.68,1
2025-02-23,London Central,Fruit & Veg,4198,12.35,1,No,93.0,2025-02,2025,February,Sunday,12.35,0
2025-02-16,Camden,Meal Deals,1174,33.91,7,Yes,94.7,2025-02,2025,February,Sunday,4.844285714285713,1
2025-04-09,Camden,Own Brand,4205,10.69,5,Yes,92.6,2025-04,2025,April,Wednesday,2.138,1
2025-01-20,Bristol,Own Brand,2416,18.65,3,No,96.2,2025-01,2025,January,Monday,6.216666666666666,0
2026-05-05,Croydon,Chilled,2987,8.7,1,No,93.7,2026-05,2026,May,Tuesday,8.7,0
2026-02-23,Reading,Meal Deals,5853,54.54,5,No,94.1,2026-02,2026,February,Monday,10.908,0
2025-03-03,Reading,Chilled,2772,37.84,2,No,96.8,2025-03,2025,March,Monday,18.92,0
2025-05-25,Bristol,Fresh Food,5266,91.0,3,No,96.1,2025-05,2025,May,Sunday,30.333333333333332,0
2025-08-04,Birmingham,Meal Deals,2074,44.93,1,Yes,96.9,2025-08,2025,August,Monday,44.93,1
2025-01-03,Reading,Fresh Food,5760,26.32,1,Yes,98.5,2025-01,2025,January,Friday,26.32,1
2025-06-09,Camden,Own Brand,1591,34.49,6,No,95.1,2025-06,2025,June,Monday,5.748333333333334,0
2025-04-30,Bristol,Snacks,3978,35.21,1,Yes,99.2,2025-04,2025,April,Wednesday,35.21,1
2025-03-30,London Central,Fresh Food,4982,21.13,6,Yes,95.4,2025-03,2025,March,Sunday,3.5216666666666665,1
2025-11-25,Croydon,Meal Deals,3410,38.51,5,No,97.6,2025-11,2025,November,Tuesday,7.702,0
2025-12-23,Croydon,Soft Drinks,1847,14.7,6,Yes,94.9,2025-12,2025,December,Tuesday,2.4499999999999997,1
2025-09-24,Croydon,Meal Deals,1493,55.85,2,Yes,96.7,2025-09,2025,September,Wednesday,27.925,1
2025-11-19,Camden,Chilled,1545,37.38,7,Yes,94.1,2025-11,2025,November,Wednesday,5.340000000000001,1
